Team,W-L,TotalDVOARankteam1,TotalDVOAteam1,WeightedDVOARankteam1,WeightedDVOAteam1,OffenseDVOARankteam1,Offense DVOAteam1,OffenseWeightedDVOARankteam1,OffenseWeightedDVOAteam1,DefenseDVOARankteam1,DefenseDVOAteam1,DefenseWeightedDVOARankteam1,DefenseWeightedDVOAteam1,SpecialTeamsDVOARankteam1,Special Teams DVOA,SpecialTeamsWeightedDVOARankteam1,SpecialTeamsWeightedDVOAteam1,Team 2,W-L.1,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA.1,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,Home 1st team,Team1ML,Team2ML
DET,1.000,21.000,-0.080,21.000,-0.080,19.000,0.000,20.000,-0.010,25.000,0.080,23.000,0.060,15.000,0.000,18.000,-0.010,WAS,0.000,24.000,-0.120,24.000,-0.130,31.000,-0.240,31.000,-0.240,6.000,-0.150,7.000,-0.130,24.000,-0.020,24.000,-0.020,1.000,-140.000,120.000
LV,1.000,22.000,-0.080,23.000,-0.090,12.000,0.060,13.000,0.050,30.000,0.140,30.000,0.140,17.000,0.000,16.000,0.000,DEN,0.000,29.000,-0.220,27.000,-0.220,29.000,-0.220,30.000,-0.220,9.000,-0.040,10.000,-0.040,26.000,-0.040,26.000,-0.030,1.000,-185.000,165.000
CLE,1.000,23.000,-0.110,22.000,-0.080,17.000,0.000,18.000,0.010,19.000,0.050,16.000,0.040,29.000,-0.060,28.000,-0.050,HOU,0.000,18.000,-0.070,20.000,-0.080,14.000,0.030,17.000,0.020,27.000,0.090,27.000,0.090,14.000,0.000,15.000,0.000,1.000,-220.000,190.000
WAS,0.000,24.000,-0.120,24.000,-0.130,31.000,-0.240,31.000,-0.240,6.000,-0.150,7.000,-0.130,24.000,-0.020,24.000,-0.020,DET,1.000,21.000,-0.080,21.000,-0.080,19.000,0.000,20.000,-0.010,25.000,0.080,23.000,0.060,15.000,0.000,18.000,-0.010,0.000,120.000,-140.000
NYG,1.000,25.000,-0.170,25.000,-0.160,26.000,-0.160,26.000,-0.150,22.000,0.060,24.000,0.070,3.000,0.060,3.000,0.060,PHI,0.000,28.000,-0.210,26.000,-0.190,30.000,-0.220,29.000,-0.210,11.000,-0.030,12.000,-0.030,20.000,-0.010,22.000,-0.010,1.000,190.000,-220.000
NE,1.000,26.000,-0.200,30.000,-0.240,24.000,-0.090,24.000,-0.120,31.000,0.150,31.000,0.170,7.000,0.040,4.000,0.050,BAL,0.000,5.000,0.250,6.000,0.220,23.000,-0.030,23.000,-0.060,5.000,-0.170,5.000,-0.160,1.000,0.110,2.000,0.110,1.000,265.000,-320.000
PHI,0.000,28.000,-0.210,26.000,-0.190,30.000,-0.220,29.000,-0.210,11.000,-0.030,12.000,-0.030,20.000,-0.010,22.000,-0.010,NYG,1.000,25.000,-0.170,25.000,-0.160,26.000,-0.160,26.000,-0.150,22.000,0.060,24.000,0.070,3.000,0.060,3.000,0.060,0.000,-220.000,190.000
DEN,0.000,29.000,-0.220,27.000,-0.220,29.000,-0.220,30.000,-0.220,9.000,-0.040,10.000,-0.040,26.000,-0.040,26.000,-0.030,LV,1.000,22.000,-0.080,23.000,-0.090,12.000,0.060,13.000,0.050,30.000,0.140,30.000,0.140,17.000,0.000,16.000,0.000,0.000,165.000,-185.000
JAX,0.000,30.000,-0.220,31.000,-0.270,21.000,-0.010,22.000,-0.050,32.000,0.180,32.000,0.190,25.000,-0.030,25.000,-0.030,GB,1.000,7.000,0.200,7.000,0.190,2.000,0.250,2.000,0.230,21.000,0.060,21.000,0.050,13.000,0.010,13.000,0.010,0.000,700.000,-1100.000
CIN,0.000,31.000,-0.230,29.000,-0.230,25.000,-0.140,25.000,-0.130,29.000,0.110,29.000,0.120,10.000,0.020,11.000,0.020,PIT,1.000,4.000,0.250,4.000,0.260,15.000,0.020,14.000,0.020,2.000,-0.220,1.000,-0.220,11.000,0.020,10.000,0.020,0.000,260.000,-310.000
