Team,W-L,TotalDVOARankteam1,TotalDVOAteam1,WeightedDVOARankteam1,WeightedDVOAteam1,OffenseDVOARankteam1,Offense DVOAteam1,OffenseWeightedDVOARankteam1,OffenseWeightedDVOAteam1,DefenseDVOARankteam1,DefenseDVOAteam1,DefenseWeightedDVOARankteam1,DefenseWeightedDVOAteam1,SpecialTeamsDVOARankteam1,Special Teams DVOA,SpecialTeamsWeightedDVOARankteam1,SpecialTeamsWeightedDVOAteam1,Team 2,W-L.1,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA.1,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,Home 1st team,Team1ML,Team2ML
SEA,1.000,11.000,0.120,10.000,0.090,5.000,0.120,8.000,0.080,22.000,0.070,21.000,0.060,4.000,0.070,4.000,0.070,NYJ,0.000,32.000,-0.340,32.000,-0.330,31.000,-0.230,31.000,-0.220,21.000,0.070,24.000,0.070,28.000,-0.040,27.000,-0.040,1.000,-1200.000,750.000
TEN,1.000,12.000,0.050,12.000,0.050,3.000,0.220,3.000,0.210,28.000,0.100,27.000,0.110,29.000,-0.060,29.000,-0.060,JAX,0.000,28.000,-0.200,27.000,-0.200,24.000,-0.080,25.000,-0.110,31.000,0.130,29.000,0.110,16.000,0.010,13.000,0.020,0.000,-370.000,310.000
ARI,1.000,13.000,0.030,13.000,0.020,11.000,0.020,14.000,0.010,12.000,-0.030,13.000,-0.040,25.000,-0.030,26.000,-0.030,NYG,0.000,24.000,-0.120,24.000,-0.090,26.000,-0.130,24.000,-0.100,17.000,0.020,17.000,0.010,9.000,0.030,9.000,0.030,0.000,-160.000,140.000
SF,0.000,14.000,0.020,14.000,0.010,20.000,-0.010,20.000,-0.030,13.000,-0.030,11.000,-0.040,18.000,0.000,19.000,0.000,WAS,1.000,17.000,-0.040,15.000,0.000,28.000,-0.180,27.000,-0.150,4.000,-0.140,4.000,-0.140,17.000,0.000,17.000,0.010,1.000,-145.000,125.000
MIN,0.000,15.000,-0.010,17.000,-0.020,13.000,0.020,12.000,0.020,9.000,-0.050,10.000,-0.060,31.000,-0.090,31.000,-0.100,TB,1.000,3.000,0.260,4.000,0.230,6.000,0.120,6.000,0.110,3.000,-0.160,5.000,-0.140,24.000,-0.010,24.000,-0.010,0.000,270.000,-330.000
CAR,0.000,16.000,-0.020,16.000,-0.010,10.000,0.050,10.000,0.040,25.000,0.080,23.000,0.070,15.000,0.010,15.000,0.010,DEN,1.000,29.000,-0.220,29.000,-0.230,32.000,-0.250,32.000,-0.260,10.000,-0.050,14.000,-0.040,23.000,-0.010,21.000,-0.010,1.000,-200.000,175.000
WAS,1.000,17.000,-0.040,15.000,0.000,28.000,-0.180,27.000,-0.150,4.000,-0.140,4.000,-0.140,17.000,0.000,17.000,0.010,SF,0.000,14.000,0.020,14.000,0.010,20.000,-0.010,20.000,-0.030,13.000,-0.030,11.000,-0.040,18.000,0.000,19.000,0.000,0.000,125.000,-145.000
LV,0.000,18.000,-0.040,22.000,-0.050,14.000,0.020,19.000,-0.020,24.000,0.080,22.000,0.060,11.000,0.020,10.000,0.030,IND,1.000,7.000,0.160,8.000,0.160,16.000,0.010,13.000,0.020,6.000,-0.130,6.000,-0.120,8.000,0.030,11.000,0.020,1.000,125.000,-145.000
CHI,1.000,19.000,-0.040,20.000,-0.040,27.000,-0.150,28.000,-0.160,8.000,-0.090,7.000,-0.080,10.000,0.020,7.000,0.030,HOU,0.000,20.000,-0.050,23.000,-0.060,9.000,0.050,9.000,0.040,27.000,0.090,26.000,0.090,21.000,-0.010,22.000,-0.010,1.000,105.000,-125.000
HOU,0.000,20.000,-0.050,23.000,-0.060,9.000,0.050,9.000,0.040,27.000,0.090,26.000,0.090,21.000,-0.010,22.000,-0.010,CHI,1.000,19.000,-0.040,20.000,-0.040,27.000,-0.150,28.000,-0.160,8.000,-0.090,7.000,-0.080,10.000,0.020,7.000,0.030,0.000,-125.000,105.000
NE,0.000,21.000,-0.050,21.000,-0.050,23.000,-0.050,22.000,-0.060,23.000,0.080,25.000,0.090,3.000,0.080,2.000,0.100,LAR,1.000,6.000,0.190,5.000,0.200,4.000,0.130,5.000,0.110,5.000,-0.130,3.000,-0.170,30.000,-0.070,30.000,-0.080,0.000,190.000,-220.000
ATL,0.000,22.000,-0.060,19.000,-0.040,22.000,-0.050,23.000,-0.060,14.000,-0.010,12.000,-0.040,22.000,-0.010,23.000,-0.010,LAC,1.000,30.000,-0.230,31.000,-0.290,18.000,0.000,16.000,-0.010,26.000,0.080,28.000,0.110,32.000,-0.150,32.000,-0.170,0.000,100.000,-120.000
CLE,0.000,23.000,-0.070,18.000,-0.030,12.000,0.020,11.000,0.040,19.000,0.060,18.000,0.040,27.000,-0.040,25.000,-0.030,BAL,1.000,8.000,0.150,11.000,0.090,21.000,-0.040,21.000,-0.050,7.000,-0.100,8.000,-0.070,2.000,0.080,3.000,0.070,1.000,155.000,-175.000
NYG,0.000,24.000,-0.120,24.000,-0.090,26.000,-0.130,24.000,-0.100,17.000,0.020,17.000,0.010,9.000,0.030,9.000,0.030,ARI,1.000,13.000,0.030,13.000,0.020,11.000,0.020,14.000,0.010,12.000,-0.030,13.000,-0.040,25.000,-0.030,26.000,-0.030,1.000,140.000,-160.000
DET,0.000,25.000,-0.130,26.000,-0.160,15.000,0.010,15.000,0.000,32.000,0.140,32.000,0.150,19.000,0.000,20.000,-0.010,GB,1.000,5.000,0.200,6.000,0.200,2.000,0.280,2.000,0.290,20.000,0.060,19.000,0.040,26.000,-0.030,28.000,-0.040,1.000,350.000,-420.000
PHI,1.000,26.000,-0.180,25.000,-0.160,29.000,-0.180,29.000,-0.180,15.000,0.000,15.000,-0.010,14.000,0.010,16.000,0.010,NO,0.000,1.000,0.340,1.000,0.380,8.000,0.100,7.000,0.110,2.000,-0.210,2.000,-0.250,7.000,0.030,8.000,0.030,1.000,300.000,-360.000
DAL,1.000,27.000,-0.200,28.000,-0.230,25.000,-0.100,26.000,-0.130,30.000,0.110,31.000,0.120,13.000,0.010,12.000,0.020,CIN,0.000,31.000,-0.280,30.000,-0.270,30.000,-0.200,30.000,-0.200,29.000,0.110,30.000,0.120,6.000,0.040,6.000,0.040,0.000,-160.000,140.000
JAX,0.000,28.000,-0.200,27.000,-0.200,24.000,-0.080,25.000,-0.110,31.000,0.130,29.000,0.110,16.000,0.010,13.000,0.020,TEN,1.000,12.000,0.050,12.000,0.050,3.000,0.220,3.000,0.210,28.000,0.100,27.000,0.110,29.000,-0.060,29.000,-0.060,1.000,310.000,-370.000
DEN,1.000,29.000,-0.220,29.000,-0.230,32.000,-0.250,32.000,-0.260,10.000,-0.050,14.000,-0.040,23.000,-0.010,21.000,-0.010,CAR,0.000,16.000,-0.020,16.000,-0.010,10.000,0.050,10.000,0.040,25.000,0.080,23.000,0.070,15.000,0.010,15.000,0.010,0.000,175.000,-200.000
LAC,1.000,30.000,-0.230,31.000,-0.290,18.000,0.000,16.000,-0.010,26.000,0.080,28.000,0.110,32.000,-0.150,32.000,-0.170,ATL,0.000,22.000,-0.060,19.000,-0.040,22.000,-0.050,23.000,-0.060,14.000,-0.010,12.000,-0.040,22.000,-0.010,23.000,-0.010,1.000,-120.000,100.000
CIN,0.000,31.000,-0.280,30.000,-0.270,30.000,-0.200,30.000,-0.200,29.000,0.110,30.000,0.120,6.000,0.040,6.000,0.040,DAL,1.000,27.000,-0.200,28.000,-0.230,25.000,-0.100,26.000,-0.130,30.000,0.110,31.000,0.120,13.000,0.010,12.000,0.020,1.000,140.000,-160.000
NYJ,0.000,32.000,-0.340,32.000,-0.330,31.000,-0.230,31.000,-0.220,21.000,0.070,24.000,0.070,28.000,-0.040,27.000,-0.040,SEA,1.000,11.000,0.120,10.000,0.090,5.000,0.120,8.000,0.080,22.000,0.070,21.000,0.060,4.000,0.070,4.000,0.070,0.000,750.000,-1200.000
