Team,W-L,TotalDVOARankteam1,TotalDVOAteam1,WeightedDVOARankteam1,WeightedDVOAteam1,OffenseDVOARankteam1,Offense DVOAteam1,OffenseWeightedDVOARankteam1,OffenseWeightedDVOAteam1,DefenseDVOARankteam1,DefenseDVOAteam1,DefenseWeightedDVOARankteam1,DefenseWeightedDVOAteam1,SpecialTeamsDVOARankteam1,Special Teams DVOA,SpecialTeamsWeightedDVOARankteam1,SpecialTeamsWeightedDVOAteam1,Team 2,W-L.1,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA.1,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,Home 1st team,Team1ML,Team2ML
HOU,1.0000,22.0000,-0.0900,22.0000,-0.1100,15.0000,0.0100,19.0000,0.0000,28.0000,0.1000,28.0000,0.1100,17.0000,0.0000,17.0000,0.0000,NE,0.0000,25.0000,-0.1500,27.0000,-0.1900,22.0000,-0.0200,22.0000,-0.0500,32.0000,0.1700,32.0000,0.1900,7.0000,0.0400,6.0000,0.0500,1.0000,125.0000,-145.0000
LAC,1.0000,23.0000,-0.1000,23.0000,-0.1200,11.0000,0.0800,9.0000,0.0900,19.0000,0.0500,22.0000,0.0700,32.0000,-0.1200,32.0000,-0.1400,NYJ,0.0000,32.0000,-0.3800,32.0000,-0.4000,31.0000,-0.2400,31.0000,-0.2400,29.0000,0.1100,29.0000,0.1200,27.0000,-0.0400,27.0000,-0.0400,1.0000,-500.0000,400.0000
WAS,1.0000,24.0000,-0.1400,24.0000,-0.1300,30.0000,-0.2200,28.0000,-0.2000,7.0000,-0.1000,8.0000,-0.0900,25.0000,-0.0300,25.0000,-0.0300,CIN,0.0000,30.0000,-0.2600,30.0000,-0.2700,26.0000,-0.1600,26.0000,-0.1400,30.0000,0.1100,30.0000,0.1300,14.0000,0.0100,15.0000,0.0100,1.0000,-125.0000,105.0000
NE,0.0000,25.0000,-0.1500,27.0000,-0.1900,22.0000,-0.0200,22.0000,-0.0500,32.0000,0.1700,32.0000,0.1900,7.0000,0.0400,6.0000,0.0500,HOU,1.0000,22.0000,-0.0900,22.0000,-0.1100,15.0000,0.0100,19.0000,0.0000,28.0000,0.1000,28.0000,0.1100,17.0000,0.0000,17.0000,0.0000,0.0000,-145.0000,125.0000
JAX,0.0000,27.0000,-0.1600,26.0000,-0.1900,23.0000,-0.0500,24.0000,-0.0800,31.0000,0.1300,31.0000,0.1300,13.0000,0.0200,12.0000,0.0300,PIT,1.0000,3.0000,0.2500,3.0000,0.2700,16.0000,0.0100,17.0000,0.0100,2.0000,-0.2000,2.0000,-0.2200,8.0000,0.0400,7.0000,0.0400,1.0000,425.0000,-550.0000
DAL,1.0000,28.0000,-0.2100,29.0000,-0.2500,27.0000,-0.1700,29.0000,-0.2100,20.0000,0.0600,23.0000,0.0700,10.0000,0.0200,9.0000,0.0300,MIN,0.0000,13.0000,0.0400,13.0000,0.0400,10.0000,0.0800,10.0000,0.0900,10.0000,-0.0500,10.0000,-0.0500,30.0000,-0.0800,30.0000,-0.0900,0.0000,260.0000,-310.0000
PHI,0.0000,29.0000,-0.2300,28.0000,-0.2100,28.0000,-0.2100,27.0000,-0.1900,15.0000,0.0100,15.0000,0.0000,19.0000,-0.0100,23.0000,-0.0200,CLE,1.0000,21.0000,-0.0900,21.0000,-0.0800,17.0000,0.0100,16.0000,0.0100,18.0000,0.0400,18.0000,0.0300,28.0000,-0.0600,28.0000,-0.0600,0.0000,115.0000,-135.0000
CIN,0.0000,30.0000,-0.2600,30.0000,-0.2700,26.0000,-0.1600,26.0000,-0.1400,30.0000,0.1100,30.0000,0.1300,14.0000,0.0100,15.0000,0.0100,WAS,1.0000,24.0000,-0.1400,24.0000,-0.1300,30.0000,-0.2200,28.0000,-0.2000,7.0000,-0.1000,8.0000,-0.0900,25.0000,-0.0300,25.0000,-0.0300,0.0000,105.0000,-125.0000
DEN,1.0000,31.0000,-0.3000,31.0000,-0.3000,32.0000,-0.3000,32.0000,-0.3100,11.0000,-0.0300,12.0000,-0.0300,26.0000,-0.0300,24.0000,-0.0200,MIA,0.0000,10.0000,0.1200,6.0000,0.1700,19.0000,0.0000,18.0000,0.0000,13.0000,-0.0200,11.0000,-0.0500,1.0000,0.1100,1.0000,0.1200,1.0000,180.0000,-210.0000
NYJ,0.0000,32.0000,-0.3800,32.0000,-0.4000,31.0000,-0.2400,31.0000,-0.2400,29.0000,0.1100,29.0000,0.1200,27.0000,-0.0400,27.0000,-0.0400,LAC,1.0000,23.0000,-0.1000,23.0000,-0.1200,11.0000,0.0800,9.0000,0.0900,19.0000,0.0500,22.0000,0.0700,32.0000,-0.1200,32.0000,-0.1400,0.0000,400.0000,-500.0000
