Team,W-L,TotalDVOARankteam1,TotalDVOAteam1,WeightedDVOARankteam1,WeightedDVOAteam1,OffenseDVOARankteam1,Offense DVOAteam1,OffenseWeightedDVOARankteam1,OffenseWeightedDVOAteam1,DefenseDVOARankteam1,DefenseDVOAteam1,DefenseWeightedDVOARankteam1,DefenseWeightedDVOAteam1,SpecialTeamsDVOARankteam1,Special Teams DVOA,SpecialTeamsWeightedDVOARankteam1,SpecialTeamsWeightedDVOAteam1,Team 2,W-L.1,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA.1,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,Home 1st team,Team1ML,Team2ML
NE,0.000,22.000,-0.050,22.000,-0.060,25.000,-0.080,25.000,-0.080,14.000,0.000,15.000,0.000,10.000,0.020,10.000,0.020,SF,1.000,13.000,0.070,13.000,0.070,13.000,0.040,14.000,0.040,11.000,-0.020,11.000,-0.020,13.000,0.010,13.000,0.010,1.000,-150.000,130.000
ATL,0.000,23.000,-0.110,23.000,-0.110,22.000,-0.020,22.000,-0.030,25.000,0.070,25.000,0.070,22.000,-0.020,22.000,-0.020,DET,1.000,18.000,-0.030,19.000,-0.030,19.000,0.000,19.000,0.000,23.000,0.060,23.000,0.060,9.000,0.020,9.000,0.020,1.000,-120.000,100.000
DEN,0.000,24.000,-0.140,24.000,-0.140,29.000,-0.260,29.000,-0.260,6.000,-0.110,6.000,-0.110,15.000,0.000,15.000,0.000,KC,1.000,6.000,0.230,6.000,0.230,2.000,0.260,2.000,0.260,10.000,-0.020,10.000,-0.030,29.000,-0.060,28.000,-0.060,1.000,280.000,-340.000
CLE,1.000,25.000,-0.160,25.000,-0.150,23.000,-0.050,23.000,-0.040,20.000,0.050,19.000,0.040,31.000,-0.070,31.000,-0.070,CIN,0.000,29.000,-0.250,29.000,-0.250,27.000,-0.220,27.000,-0.220,18.000,0.040,18.000,0.040,12.000,0.010,12.000,0.010,0.000,-215.000,185.000
DAL,0.000,26.000,-0.180,26.000,-0.180,24.000,-0.050,24.000,-0.050,28.000,0.100,28.000,0.110,25.000,-0.020,26.000,-0.020,WAS,1.000,27.000,-0.210,27.000,-0.220,30.000,-0.270,30.000,-0.270,7.000,-0.090,8.000,-0.080,23.000,-0.020,23.000,-0.020,0.000,105.000,-115.000
WAS,1.000,27.000,-0.210,27.000,-0.220,30.000,-0.270,30.000,-0.270,7.000,-0.090,8.000,-0.080,23.000,-0.020,23.000,-0.020,DAL,0.000,26.000,-0.180,26.000,-0.180,24.000,-0.050,24.000,-0.050,28.000,0.100,28.000,0.110,25.000,-0.020,26.000,-0.020,0.000,-115.000,105.000
JAX,0.000,28.000,-0.230,28.000,-0.240,17.000,0.010,17.000,0.010,32.000,0.180,32.000,0.190,28.000,-0.060,29.000,-0.060,LAC,1.000,20.000,-0.040,20.000,-0.040,16.000,0.030,16.000,0.030,12.000,-0.010,12.000,-0.010,32.000,-0.080,32.000,-0.080,0.000,320.000,-380.000
CIN,0.000,29.000,-0.250,29.000,-0.250,27.000,-0.220,27.000,-0.220,18.000,0.040,18.000,0.040,12.000,0.010,12.000,0.010,CLE,1.000,25.000,-0.160,25.000,-0.150,23.000,-0.050,23.000,-0.040,20.000,0.050,19.000,0.040,31.000,-0.070,31.000,-0.070,1.000,185.000,-215.000
NYG,0.000,30.000,-0.270,30.000,-0.270,32.000,-0.290,32.000,-0.290,17.000,0.020,17.000,0.020,6.000,0.050,6.000,0.050,PHI,1.000,31.000,-0.280,31.000,-0.280,28.000,-0.230,28.000,-0.220,19.000,0.040,21.000,0.050,18.000,-0.010,18.000,-0.010,0.000,200.000,-240.000
PHI,1.000,31.000,-0.280,31.000,-0.280,28.000,-0.230,28.000,-0.220,19.000,0.040,21.000,0.050,18.000,-0.010,18.000,-0.010,NYG,0.000,30.000,-0.270,30.000,-0.270,32.000,-0.290,32.000,-0.290,17.000,0.020,17.000,0.020,6.000,0.050,6.000,0.050,1.000,-240.000,200.000
NYJ,0.000,32.000,-0.410,32.000,-0.410,31.000,-0.290,31.000,-0.290,24.000,0.060,24.000,0.060,30.000,-0.070,30.000,-0.070,BUF,1.000,19.000,-0.030,18.000,-0.030,11.000,0.080,10.000,0.080,29.000,0.120,30.000,0.120,11.000,0.010,11.000,0.010,1.000,375.000,-450.000
